member_name,rank,pac_cmte_id,pac_name,connected_org,total,count
Brian Fitzpatrick,2,C00504530,CONGRESSIONAL LEADERSHIP FUND,PROTECT THE HOUSE 2024,144898,10
Brian Fitzpatrick,3,C00875450,CENTER FORWARD INITIATIVE INC,NONE,119498,3
Brian Fitzpatrick,4,C00044842,REPUBLICAN FEDERAL COMMITTEE OF PENNSYLVANIA,SMUCKER VICTORY COMMITTEE,109400,1
Brian Fitzpatrick,5,C00875328,TRUE PATRIOTS PA,,91294,5
Brian Fitzpatrick,6,C00030718,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,NATIONAL ASSOCIATION OF REALTORS,73519,9
Brian Fitzpatrick,7,C00707844,EDF ACTION VOTES,NONE,68342,4
Brian Fitzpatrick,8,C00540203,DEFENDING MAIN STREET SUPERPAC INC.,,54000,1
Brian Fitzpatrick,9,C70002563,NATIONAL ASSOCIATION OF REALTORS,,53533,8
Brian Fitzpatrick,10,C00523589,AMERICAN UNITY PAC INC,,50000,4
Brian Fitzpatrick,11,C90018227,ANIMAL WELLNESS ACTION,,44259,4
Brian Fitzpatrick,12,C00797670,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,26110,17
Brian Fitzpatrick,13,C00032979,"D.R.I.V.E. - DEMOCRAT, REPUBLICAN, INDEPENDENT VOTER EDUCATION (THE PAC OF THE INTERNATIONAL BROTHERHOOD OF TEAMSTERS)",INTERNATIONAL BROTHERHOOD OF TEAMSTERS,15000,5
Brian Fitzpatrick,14,C00114025,NATIONAL READY MIXED CONCRETE ASSN. PAC (CONCRETEPAC),NATIONAL READY MIXED CONCRETE ASSOC,12500,8
Brian Fitzpatrick,15,C00426775,CHARTER COMMUNICATIONS INC. POLITICAL ACTION COMMITTEE,CHARTER COMMUNICATIONS INC.,12000,4
Brian Fitzpatrick,16,C00693127,BUILDING BRIDGES PAC,NONE,11000,10
Brian Fitzpatrick,17,C00774497,BIPARTISAN CLIMATE FUND,NONE,11000,5
Brian Fitzpatrick,18,C00403881,AMERICAN COLLEGE OF PHYSICIAN SERVICES INC PAC; AKA ACP SERVICES PAC,"AMERICAN COLLEGE OF PHYSICIAN SERVICES, INC",10000,4
Brian Fitzpatrick,19,C00592089,ELECTING MAJORITY MAKING EFFECTIVE REPUBLICANS PAC,EMMER VICTORY COMMITTEE,10000,3
Brian Fitzpatrick,20,C00075820,NRCC,COLE COMBINED COMMITTEE,10000,2
Carol Miller,1,C00540203,DEFENDING MAIN STREET SUPERPAC INC.,,26351,1
Carol Miller,2,C00140855,FIRSTENERGY CORP POLITICAL ACTION COMMITTEE,FIRSTENERGY CORP.,15000,5
Carol Miller,3,C00797670,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,10010,4
Carol Miller,4,C00303339,"NATIONAL ASSOCIATION OF REAL ESTATE INVESTMENT TRUSTS, INC. POLITICAL ACTION COMMITTEE","NATIONAL ASSOCIATION OF REAL ESTATE INVESTMENT TRUSTS, INC.",10000,4
Carol Miller,5,C00012245,UBS AMERICAS INC. POLITICAL ACTION COMMITTEE (UBS PAC),UBS AMERICAS INC.,10000,5
Carol Miller,6,C00012880,AMERICAN PHYSICAL THERAPY ASSOCIATION PHYSICAL THERAPY POLITICAL ACTION COMMITTEE (PT-PAC),AMERICAN PHYSICAL THERAPY ASSOCIATION,10000,6
Carol Miller,7,C00118943,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,10000,5
Carol Miller,8,C00327189,VALUE IN ELECTING WOMEN POLITICAL ACTION COMMITTEE,MCMORRIS RODGERS WIN THE FUTURE FUND,10000,2
Carol Miller,9,C00030718,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,NATIONAL ASSOCIATION OF REALTORS,10000,2
Carol Miller,10,C00130773,NATIONAL MULTIFAMILY HOUSING COUNCIL POLITICAL ACTION COMMITTEE,NATIONAL MULTIFAMILY HOUSING COUNCIL,10000,2
Carol Miller,11,C00428052,MAJORITY COMMITTEE PAC--MC PAC,MCCARTHY VICTORY FUND,10000,2
Carol Miller,12,C00250399,AUTOMOTIVE FREE INTERNATIONAL TRADE PAC,NONE,10000,2
Carol Miller,13,C00236489,"KOCH, INC. POLITICAL ACTION COMMITTEE (KOCHPAC)","KOCH, INC.",10000,3
Carol Miller,14,C00077321,AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS POLITICAL ACTION COMMITTEE,AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS,10000,2
Carol Miller,15,C00040998,NATIONAL AUTOMOBILE DEALERS ASSOCIATION POLITICAL ACTION COMMITTEE,NATIONAL AUTOMOBILE DEALERS ASSOCIATION,10000,2
Carol Miller,16,C00158881,NEW YORK LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,NEW YORK LIFE INSURANCE COMPANY,10000,4
Carol Miller,17,C00010868,AMERICAN COUNCIL OF ENGINEERING COMPANIES (ACEC/PAC),AMERICAN COUNCIL OF ENGINEERING COMPANIES,10000,7
Carol Miller,18,C00379628,NUCOR CORPORATION POLITICAL ACTION COMMITTEE,NUCOR CORPORATION,10000,2
Carol Miller,19,C00479998,TENASKA INC EMPLOYEES POLITICAL ACTION COMMITTEE,,10000,5
Carol Miller,20,C00563726,MR. SOUTHERN MISSOURIAN IN THE HOUSE PAC,,10000,2
Catherine Cortez Masto,1,C00333104,THE AMERICAN SOCIETY OF PENSION PROFESSIONALS AND ACTUARIES POLITICAL ACTION COMMITTEE (ASPPA-NAPA PAC) A/K/A AMERICAN RETIREMENT ASSOCIATION POLITICAL ACTION COMMITTEE (ARA PAC),,10000,2
Catherine Cortez Masto,2,C00551812,"BREAD FINANCIAL HOLDINGS, INC. PAC (AKA BREAD FINANCIAL PAC)",,5000,1
Catherine Cortez Masto,3,C00252338,AMERICAN CHEMISTRY COUNCIL PAC,AMERICAN CHEMISTRY COUNCIL,5000,1
Catherine Cortez Masto,4,C00336743,ASIAN AMERICAN HOTEL OWNERS ASSOCIATION PAC (AAHOA PAC),ASIAN AMERICAN HOTEL OWNERS ASSOCIATION,5000,3
Catherine Cortez Masto,5,C00519371,SOCIETY FOR CARDIOVASCULAR ANGIOGRAPHY AND INTERVENTIONS ASSOCIATION PAC,SOCIETY FOR CARDIOVASCULAR ANGIOGRAPHY AND INTERVENTIONS ASSOCIATION,5000,1
Catherine Cortez Masto,6,C00284885,THE HOME DEPOT INC. POLITICAL ACTION COMMITTEE,THE HOME DEPOT INC.,5000,1
Catherine Cortez Masto,7,C00562264,"REGENERON PHARMACEUTICALS, INC. PAC","REGENERON PHARMACEUTICALS, INC.",5000,1
Catherine Cortez Masto,8,C00552083,HALL RENDER KILLIAN HEATH & LYMAN PC EMPLOYEE PAC  AKA HALLWAY PAC FEDERAL,,5000,1
Catherine Cortez Masto,9,C00142315,BOYD GAMING CORPORATION POLITICAL ACTION COMMITTEE,BOYD GAMING CORPORATION,5000,1
Catherine Cortez Masto,10,C00283135,NATIONAL ASSOCIATION OF BENEFITS AND INSURANCE PROFESSIONALS PAC (NABIP PAC),NATIONAL ASSOCIATION OF BENEFITS AND INSURANCE PROFESSIONALS,5000,1
Catherine Cortez Masto,11,C00185520,"UNIVERSAL HEALTH SERVICES, INC. GOOD GOVERNMENT FUND (UHS GOOD GOVERNMENT FUND)","UNIVERSAL HEALTH SERVICES, INC. GOOD GOVERNMENT FUND (UHS GOOD GOVERNMENT FUND)",5000,1
Catherine Cortez Masto,12,C00451153,GRIDIRON-PAC,NONE,5000,1
Catherine Cortez Masto,13,C00206672,NEWMONT CORPORATION PAC (NEWPAC),NEWMONT CORPORATION,5000,1
Catherine Cortez Masto,14,C00271007,HUMANA INC. POLITICAL ACTION COMMITTEE,HUMANA INC.,5000,1
Catherine Cortez Masto,15,C00612010,AMERICAN CAR RENTAL ASSOCIATION POLITICAL ACTION COMMITTEE,AMERICAN CAR RENTAL ASSOCIATION,4500,2
Catherine Cortez Masto,16,C00765198,LEADING PEOPLE FORWARD PAC,,4000,2
Catherine Cortez Masto,17,C00377952,CUMMINS INC. POLITICAL ACTION COMMITTEE (CIPAC),CUMMINS INC.,3000,2
Catherine Cortez Masto,18,C00521039,NATIONAL ORGANIZATION OF SOCIAL SECURITY CLAIMANTS' REPRESENTATIVES PAC (NOSSCR PAC),,3000,1
Catherine Cortez Masto,19,C00243659,HY-VEE INC EMPLOYEES' POLITICAL ACTION COMMITTEE,HY-VEE PAC,2500,2
Catherine Cortez Masto,20,C00144261,APPRAISAL INSTITUTE PAC (AI PAC),APPRAISAL INSTITUTE,2500,1
Chuck Grassley,1,C00773390,SUPPORT AMERICA'S POLICE PAC,,15756,128
Chuck Grassley,2,C00571000,TRUE NORTH PAC,SULLIVAN,10000,2
Chuck Grassley,3,C00773788,SUPPORT OUR FIREFIGHTERS AND PARAMEDICS PAC,,9635,85
Chuck Grassley,4,C00173153,AMERICAN ASSOCIATION OF NURSE ANESTHETISTS SEPARATE SEGREGATED FUND (CRNA-PAC),AMERICAN ASSOCIATION OF NURSE ANESTHETISTS,5000,2
Chuck Grassley,5,C00093963,ARCHER DANIELS MIDLAND COMPANY - ADM PAC,ARCHER DANIELS MIDLAND COMPANY,5000,2
Chuck Grassley,6,C00363945,SYNGENTA CORPORATION EMPLOYEE POLITICAL ACTION COMMITTEE,,5000,1
Chuck Grassley,7,C00358903,AMERICAN ASSOCIATION OF NURSE PRACTITIONERS POLITICAL ACTION COMMITTEE,AMERICAN ASSOCIATION OF NURSE PRACTITIONERS,5000,1
Chuck Grassley,8,C00219444,NATIONAL STRUCTURED SETTLEMENTS TRADE ASSOCIATION PAC,NATIONAL STRUCTURED SETTLEMENTS TRADE ASSOCIATION,5000,1
Chuck Grassley,9,C00210666,AMERICAN SPEECH-LANGUAGE-HEARING ASSOCIATION PAC (ASHA PAC),,5000,2
Chuck Grassley,10,C00410266,THE VANGUARD GROUP COMMITTEE FOR RESPONSIBLE GOVERNMENT,THE VANGUARD GROUP,3500,2
Chuck Grassley,11,C00402107,CUNA MUTUAL HOLDING COMPANY POLITICAL ACTION COMMITTEE/TRUSTAGE PAC,CUNA MUTUAL HOLDING COMPANY,3000,2
Chuck Grassley,12,C00542365,"TOYOTA MOTOR NORTH AMERICA, INC POLITICAL ACTION COMMITTEE (TOYOTA/LEXUS PAC)","TOYOTA MOTOR NORTH AMERICA, INC",3000,3
Chuck Grassley,13,C00017525,AMERICAN NURSES ASSOCIATION PAC,AMERICAN NURSES ASSOCIATION,2500,1
Chuck Grassley,14,C00484592,CLEAN FUELS ALLIANCE AMERICA POLITICAL ACTION COMMITTEE,CLEAN FUELS ALLIANCE AMERICA,2500,1
Chuck Grassley,15,C00379768,"EXPERIAN NORTH AMERICA, INC POLITICAL ACTION COMMITTEE (EXPERIAN PAC)",,2500,1
Chuck Grassley,16,C00400929,"CENCORA, INC. PAC","CENCORA, INC.",2500,1
Chuck Grassley,17,C00432252,REGIONS FINANCIAL CORPORATION POLITICAL ACTION COMMITTEE,REGIONS FINANCIAL CORPORATION,2500,1
Chuck Grassley,18,C00395723,ALSTON & BIRD PAC,NONE,2500,1
Chuck Grassley,19,C00541177,ZOETIS INC. PAC AKA ZOETIS PAC,,2500,1
Chuck Grassley,20,C00493270,"HEIDELBERG MATERIALS US, INC. POLITICAL ACTION COMMITTEE",,2500,1
Claudia Tenney,1,C00797670,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,11540,12
Claudia Tenney,2,C00105981,INVESTMENT COMPANY INSTITUTE POLITICAL ACTION COMMITTEE (ICI PAC),INVESTMENT COMPANY INSTITUTE,10000,2
Claudia Tenney,3,C00127779,PRUDENTIAL FINANCIAL INC. FEDERAL POLITICAL ACTION COMMITTEE (AKA - PRUDENTIAL FEDERAL PAC),"PRUDENTIAL FINANCIAL, INC.",10000,4
Claudia Tenney,4,C00106146,AMERICAN HOSPITAL ASSOCIATION PAC,AMERICAN HOSPITAL ASSOCIATION,10000,5
Claudia Tenney,5,C00083758,NATIONAL FUEL GAS COMPANY FEDERAL POLITICAL ACTION COMMITTEE,NATIONAL FUEL GAS COMPANY,10000,5
Claudia Tenney,6,C00236489,"KOCH, INC. POLITICAL ACTION COMMITTEE (KOCHPAC)","KOCH, INC.",10000,6
Claudia Tenney,7,C00337626,MORGAN STANLEY POLITICAL ACTION COMMITTEE,,10000,4
Claudia Tenney,8,C00110338,AMERICAN CRYSTAL SUGAR COMPANY POLITICAL ACTION COMMITTEE,AMERICAN CRYSTAL SUGAR COMPAY,10000,2
Claudia Tenney,9,C00304832,CONSTELLATION BRANDS INC POLITICAL ACTION COMMITTEE,"CONSTELLATION BRANDS, INC.",10000,2
Claudia Tenney,10,C00683508,FOREVER YOUTH ORGANIZATION UTILIZING A NEW GENERATION PAC,KIM VICTORY FUND,10000,2
Claudia Tenney,11,C00029504,ENGINEERS POLITICAL EDUCATION COMMITTEE (EPEC)/INTERNATIONAL UNION OF OPERATING ENGINEERS,INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 965 PEF,10000,4
Claudia Tenney,12,C00030718,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,NATIONAL ASSOCIATION OF REALTORS,10000,2
Claudia Tenney,13,C00428052,MAJORITY COMMITTEE PAC--MC PAC,MCCARTHY VICTORY FUND,10000,2
Claudia Tenney,14,C00563726,MR. SOUTHERN MISSOURIAN IN THE HOUSE PAC,,10000,2
Claudia Tenney,15,C00303339,"NATIONAL ASSOCIATION OF REAL ESTATE INVESTMENT TRUSTS, INC. POLITICAL ACTION COMMITTEE","NATIONAL ASSOCIATION OF REAL ESTATE INVESTMENT TRUSTS, INC.",10000,5
Claudia Tenney,16,C00592089,ELECTING MAJORITY MAKING EFFECTIVE REPUBLICANS PAC,EMMER VICTORY COMMITTEE,10000,2
Claudia Tenney,17,C00495002,AMERICAN INVESTMENT COUNCIL POLITICAL ACTION COMMITTEE,AMERICAN INVESTMENT COUNCIL,10000,3
Claudia Tenney,18,C00118943,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,10000,4
Claudia Tenney,19,C00793711,CONSTELLATION ENERGY CORPORATION EMPLOYEE POLITICAL ACTION COMMITTEE (CEPAC),CONSTELLATION ENERGY CORPORATION,10000,7
Claudia Tenney,20,C00107235,PRICEWATERHOUSECOOPERS POLITICAL ACTION COMMITTEE I,NONE,10000,6
Danny Davis,1,C00030718,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,NATIONAL ASSOCIATION OF REALTORS,59140,6
Danny Davis,2,C70002563,NATIONAL ASSOCIATION OF REALTORS,,43269,4
Danny Davis,3,C00303339,"NATIONAL ASSOCIATION OF REAL ESTATE INVESTMENT TRUSTS, INC. POLITICAL ACTION COMMITTEE","NATIONAL ASSOCIATION OF REAL ESTATE INVESTMENT TRUSTS, INC.",10000,4
Danny Davis,4,C00011114,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES  P E O P L E,"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO",10000,4
Danny Davis,5,C00005249,NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS POLITICAL ACTION COMM,NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS,10000,3
Danny Davis,6,C00004036,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),SERVICE EMPLOYEES INTERNATIONAL UNION,10000,2
Danny Davis,7,C00271338,AMERIPAC: THE FUND FOR A GREATER AMERICA,HOYER,10000,2
Danny Davis,8,C00002840,UAW - V - CAP (UAW VOLUNTARY COMMUNITY ACTION PROGRAM) 'INT'L UNION UNITED AUTOMOBILE AEROSPACE & AGRICULTURAL IMPLEMENT WORKERS OF AMERICA UAW,INT'L UNION UNITED AUTOMOBILE AEROSPACE & AGRICULTURAL IMPLEMENT WORKERS OF AMERICA UAW,10000,2
Danny Davis,9,C00002469,MACHINISTS NON PARTISAN POLITICAL LEAGUE OF THE INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS,INTERNATIONAL ASSOCIATION OF MACHINISTS AND AEROSPACE WORKERS,10000,2
Danny Davis,10,C00010868,AMERICAN COUNCIL OF ENGINEERING COMPANIES (ACEC/PAC),AMERICAN COUNCIL OF ENGINEERING COMPANIES,9500,5
Danny Davis,11,C00063164,MCDONALDS CORPORATION POLITICAL ACTION COMMITTEE,MCDONALDS CORPORATION,8801,7
Danny Davis,12,C00340943,DAVITA INC. POLITICAL ACTION COMMITTEE (DAPAC),DAVITA INC.,8000,4
Danny Davis,13,C00032995,AMALGAMATED TRANSIT UNION - COPE,AMALGAMATED TRANSIT UNION,7500,3
Danny Davis,14,C00284885,THE HOME DEPOT INC. POLITICAL ACTION COMMITTEE,THE HOME DEPOT INC.,7500,2
Danny Davis,15,C00007542,"INTERNATIONAL ASSOCIATION OF SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS POLITICAL ACTION LEAGUE","INTERNATIONAL ASSOCIATION OF SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS",7500,2
Danny Davis,16,C00032979,"D.R.I.V.E. - DEMOCRAT, REPUBLICAN, INDEPENDENT VOTER EDUCATION (THE PAC OF THE INTERNATIONAL BROTHERHOOD OF TEAMSTERS)",INTERNATIONAL BROTHERHOOD OF TEAMSTERS,7500,2
Danny Davis,17,C00039552,KELLANOVA POLITICAL ACTION COMMITTEE,KELLANOVA,7500,6
Danny Davis,18,C00028860,"AMERICAN FEDERATION OF TEACHERS, AFL-CIO COMMITTEE ON POLITICAL EDUCATION",,7500,2
Danny Davis,19,C00441949,JSTREETPAC,J STREET,7000,4
Danny Davis,20,C00274944,COLLEGE OF AMERICAN PATHOLOGISTS POLITICAL ACTION COMMITTEE,,6000,2
Darin LaHood,1,C00193441,ILLINOIS AGRICULTURAL ASSOCIATION ACTIVATOR POLITICAL INVOLVEMENT FUND (FED) 'ACTIVATOR'/'ILLINOIS FARM BUREAU ACTIVATOR',ILLINOIS AGRICULTURAL ASSN,13489,22
Darin LaHood,2,C00797670,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,10010,4
Darin LaHood,3,C00450692,POET PAC,NONE,10000,2
Darin LaHood,4,C00431361,TEACHERS INSURANCE ANNUITY ASSOCIATION OF AMERICA PAC (TIAA PAC),,10000,2
Darin LaHood,5,C00303339,"NATIONAL ASSOCIATION OF REAL ESTATE INVESTMENT TRUSTS, INC. POLITICAL ACTION COMMITTEE","NATIONAL ASSOCIATION OF REAL ESTATE INVESTMENT TRUSTS, INC.",10000,5
Darin LaHood,6,C00000729,AMERICAN DENTAL ASSOCIATION POLITICAL ACTION COMMITTEE,INDIANA DENTAL PAC,10000,3
Darin LaHood,7,C00284885,THE HOME DEPOT INC. POLITICAL ACTION COMMITTEE,THE HOME DEPOT INC.,10000,3
Darin LaHood,8,C00274431,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),UNITEDHEALTH GROUP INCORPORATED,10000,3
Darin LaHood,9,C00040279,ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE,ABBOTT LABORATORIES,10000,2
Darin LaHood,10,C00040253,ALLSTATE INSURANCE COMPANY PAC,,10000,3
Darin LaHood,11,C00039578,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,COUNCIL OF INSURANCE AGENTS & BROKERS,10000,4
Darin LaHood,12,C00430256,"MOLINA HEALTHCARE, INC. PAC",MOLINA HEALTHCARE INC,10000,2
Darin LaHood,13,C00106146,AMERICAN HOSPITAL ASSOCIATION PAC,AMERICAN HOSPITAL ASSOCIATION,10000,5
Darin LaHood,14,C00304832,CONSTELLATION BRANDS INC POLITICAL ACTION COMMITTEE,"CONSTELLATION BRANDS, INC.",10000,2
Darin LaHood,15,C00035006,CHEVRON EMPLOYEES POLITICAL ACTION COMMITTEE - CHEVRON CORPORATION,CHEVRON CORPORATION,10000,2
Darin LaHood,16,C00255877,THE OPTIONS CLEARING CORPORATION PAC,THE OPTIONS CLEARING CORPORATION,10000,4
Darin LaHood,17,C00109017,AT&T INC. EMPLOYEE FEDERAL POLITICAL ACTION COMMITTEE (AT&T EMPLOYEE FEDERAL PAC),AT&T INC.,10000,2
Darin LaHood,18,C00110338,AMERICAN CRYSTAL SUGAR COMPANY POLITICAL ACTION COMMITTEE,AMERICAN CRYSTAL SUGAR COMPAY,10000,3
Darin LaHood,19,C00251447,I.P.H.F.H.A. POLITICAL ACTION COMMITTEE,NONE,10000,2
Darin LaHood,20,C00034157,AFLAC POLITICAL ACTION COMMITTEE (AFLAC PAC),AFLAC,10000,3
David Kustoff,1,C00797670,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,29160,18
David Kustoff,2,C00345132,REPUBLICAN JEWISH COALITION-POLITICAL ACTION COMMITTEE (RJC-PAC),,24247,15
David Kustoff,3,C00039552,KELLANOVA POLITICAL ACTION COMMITTEE,KELLANOVA,15000,3
David Kustoff,4,C00064766,"UNITED PARCEL SERVICE, INC. PAC (UPSPAC)","UNITED PARCEL SERVICE, INC.",10000,2
David Kustoff,5,C00022343,"INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE (INSURPAC)","INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA, INC.",10000,6
David Kustoff,6,C00227744,ERNST & YOUNG POLITICAL ACTION COMMITTEE,,10000,5
David Kustoff,7,C00023028,NATIONAL COTTON COUNCIL OF AMERICA COMMITTEE FOR THE ADVANCEMENT OF COTTON,NATIONAL COTTON COUNCIL OF AMERICA,10000,2
David Kustoff,8,C00077321,AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS POLITICAL ACTION COMMITTEE,AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS,10000,3
David Kustoff,9,C00639229,AMERICAN REVIVAL PAC,,10000,2
David Kustoff,10,C00030718,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,NATIONAL ASSOCIATION OF REALTORS,10000,3
David Kustoff,11,C00068692,FEDEX CORPORATION POLITICAL ACTION COMMITTEE,FEDEX CORPORATION,10000,3
David Kustoff,12,C00034405,INTERNATIONAL PAPER POLITICAL ACTION COMMITTEE (IP-PAC),INTERNATIONAL PAPER,10000,2
David Kustoff,13,C00085316,THE CIGNA GROUP EMPLOYEE POLITICAL ACTION COMMITTEE,THE CIGNA GROUP,10000,3
David Kustoff,14,C00060087,"STANLEY BLACK & DECKER, INC. POLITICAL ACTION COMMITTEE",,10000,2
David Kustoff,15,C00046474,FORD MOTOR COMPANY CIVIC ACTION FUND,FORD MOTOR COMPANY,10000,2
David Kustoff,16,C00467431,THE EYE OF THE TIGER POLITICAL ACTION COMMITTEE,,10000,2
David Kustoff,17,C00043463,MANUFACTURED HOUSING INSTITUTE PAC,,10000,2
David Kustoff,18,C00563726,MR. SOUTHERN MISSOURIAN IN THE HOUSE PAC,,10000,2
David Kustoff,19,C00164145,UNITED SERVICES AUTOMOBILE ASSOCIATION EMPLOYEE PAC - USAA EMPLOYEE PAC,UNITED SERVICES AUTOMOBILE ASSOCIATION,10000,2
David Kustoff,20,C00118943,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,10000,4
David Schweikert,1,C00495028,HMP,MINNESOTA SECOND DISTRICT VICTORY COMMITTEE,5803910,30
David Schweikert,2,C00000935,DCCC,HOUSE SENATE VICTORY FUND,4142890,20
David Schweikert,3,C00687103,"AMERICANS FOR PROSPERITY ACTION, INC. (AFP ACTION) DBA CVA ACTION AND DBA LIBRE ACTION",,728870,48
David Schweikert,4,C00707844,EDF ACTION VOTES,NONE,333748,14
David Schweikert,5,C00483883,RETIRED AMERICANS PAC,RETIRED DEMS 2024,267500,2
David Schweikert,6,C00808998,DEMOCRACYFIRST PAC,,259866,4
David Schweikert,7,C00633248,314 ACTION FUND,314 ACTION VICTORY FUND,136853,5
David Schweikert,8,C00504530,CONGRESSIONAL LEADERSHIP FUND,PROTECT THE HOUSE 2024,122473,13
David Schweikert,9,C00075820,NRCC,COLE COMBINED COMMITTEE,115000,2
David Schweikert,10,C00432260,CLUB FOR GROWTH PAC,CLUB FOR GROWTH,88819,139
David Schweikert,11,C00608943,"CLEARPATH ACTION FUND, INC.",,48561,3
David Schweikert,12,C00817122,GOA VICTORY FUND,,23713,2
David Schweikert,13,C00891135,SAVE WESTERN CULTURE,NONE,19842,2
David Schweikert,14,C00797670,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,17612,9
David Schweikert,15,C00345132,REPUBLICAN JEWISH COALITION-POLITICAL ACTION COMMITTEE (RJC-PAC),,14880,28
David Schweikert,16,C00825885,PATRIOTS FOR A BRIGHTER AMERICA,NONE,14300,2
David Schweikert,17,C00015933,PINNACLE WEST CAPITAL CORPORATION PAC,,12500,6
David Schweikert,18,C00053553,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,NATIONAL RIFLE ASSOCIATION OF AMERICA,10488,6
David Schweikert,19,C00244863,NATIONAL ROOFING CONTRACTORS ASSOCIATION ROOF PAC,NATIONAL ROOFING AND CONTRACTORS ASSOCIATION,10000,7
David Schweikert,20,C00384818,CVS HEALTH PAC,CVS HEALTH,10000,2
Don Beyer,1,C00211318,DELOITTE POLITICAL ACTION COMMITTEE,NONE,10000,2
Don Beyer,2,C00004036,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),SERVICE EMPLOYEES INTERNATIONAL UNION,10000,2
Don Beyer,3,C00012245,UBS AMERICAS INC. POLITICAL ACTION COMMITTEE (UBS PAC),UBS AMERICAS INC.,10000,4
Don Beyer,4,C00011114,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES  P E O P L E,"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO",10000,4
Don Beyer,5,C00028860,"AMERICAN FEDERATION OF TEACHERS, AFL-CIO COMMITTEE ON POLITICAL EDUCATION",,10000,2
Don Beyer,6,C00030718,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,NATIONAL ASSOCIATION OF REALTORS,10000,4
Don Beyer,7,C00412791,FORWARD TOGETHER PAC,,10000,2
Don Beyer,8,C00402669,SERCO INC. POLITICAL ACTION COMMITTEE (SERCO PAC),SERCO INC.,10000,2
Don Beyer,9,C00077321,AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS POLITICAL ACTION COMMITTEE,AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS,10000,2
Don Beyer,10,C00005249,NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS POLITICAL ACTION COMM,NATIONAL ASSOCIATION OF INSURANCE AND FINANCIAL ADVISORS,10000,2
Don Beyer,11,C00088591,EMPLOYEES OF NORTHROP GRUMMAN CORPORATION PAC,NORTHROP GRUMMAN CORPORATION,10000,5
