member_name,rank,pac_cmte_id,pac_name,connected_org,total,count
Aaron Bean,15,C00022343,"INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE (INSURPAC)","INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA, INC.",10000,2
Aaron Bean,16,C00312785,SWISHER INTERNATIONAL INC PAC FUND,SWISHER INTERNATIONAL INC,10000,2
Aaron Bean,17,C00692327,LETS GET TO WORK PAC,,10000,2
Aaron Bean,18,C00639229,AMERICAN REVIVAL PAC,,10000,2
Aaron Bean,19,C00563726,MR. SOUTHERN MISSOURIAN IN THE HOUSE PAC,,10000,2
Aaron Bean,20,C00525063,"ALKERMES, INC. POLITICAL ACTION COMMITTEE","ALKERMES, INC.",10000,4
Adrian Smith,1,C00030718,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,NATIONAL ASSOCIATION OF REALTORS,22193,6
Adrian Smith,2,C00797670,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,11624,8
Adrian Smith,3,C00000729,AMERICAN DENTAL ASSOCIATION POLITICAL ACTION COMMITTEE,INDIANA DENTAL PAC,10000,2
Adrian Smith,4,C00148031,CATERPILLAR INC. POLITICAL ACTION COMMITTEE (CATPAC),CATERPILLAR INC.,10000,2
Adrian Smith,5,C00012245,UBS AMERICAS INC. POLITICAL ACTION COMMITTEE (UBS PAC),UBS AMERICAS INC.,10000,2
Adrian Smith,6,C00250399,AUTOMOTIVE FREE INTERNATIONAL TRADE PAC,NONE,10000,2
Adrian Smith,7,C00236489,"KOCH, INC. POLITICAL ACTION COMMITTEE (KOCHPAC)","KOCH, INC.",10000,4
Adrian Smith,8,C00173153,AMERICAN ASSOCIATION OF NURSE ANESTHETISTS SEPARATE SEGREGATED FUND (CRNA-PAC),AMERICAN ASSOCIATION OF NURSE ANESTHETISTS,10000,3
Adrian Smith,9,C00158881,NEW YORK LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,NEW YORK LIFE INSURANCE COMPANY,10000,3
Adrian Smith,10,C00149104,CHS INC. POLITICAL ACTION COMMITTEE,,10000,3
Adrian Smith,11,C00022343,"INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE (INSURPAC)","INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA, INC.",10000,6
Adrian Smith,12,C00130773,NATIONAL MULTIFAMILY HOUSING COUNCIL POLITICAL ACTION COMMITTEE,NATIONAL MULTIFAMILY HOUSING COUNCIL,10000,2
Adrian Smith,13,C00144766,NATIONAL BEER WHOLESALERS ASSOCIATION POLITICAL ACTION COMMITTEE,NATIONAL BEER WHOLESALERS ASSOCIATION,10000,5
Adrian Smith,14,C00010470,UNION PACIFIC CORP. FUND FOR EFFECTIVE GOVERNMENT,UNION PACIFIC CORP.,10000,4
Adrian Smith,15,C00118943,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,10000,3
Adrian Smith,16,C00028787,NATIONAL CATTLEMEN'S BEEF ASSOCIATION POLITICAL ACTION COMMITTEE (NCBA-PAC),NATIONAL CATTLEMEN'S BEEF ASSOCIATION,10000,3
Adrian Smith,17,C00110338,AMERICAN CRYSTAL SUGAR COMPANY POLITICAL ACTION COMMITTEE,AMERICAN CRYSTAL SUGAR COMPAY,10000,2
Adrian Smith,18,C00109017,AT&T INC. EMPLOYEE FEDERAL POLITICAL ACTION COMMITTEE (AT&T EMPLOYEE FEDERAL PAC),AT&T INC.,10000,2
Adrian Smith,19,C00103903,"HDR, INC. EMPLOYEE OWNERS PAC","HDR, INC.",10000,2
Adrian Smith,20,C00077321,AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS POLITICAL ACTION COMMITTEE,AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS,10000,2
Ben Ray Lujan,1,C00009985,NATIONAL ASSOCIATION OF BROADCASTERS POLITICAL ACTION COMMITTEE (NABPAC),NATIONAL ASSOCIATION OF BROADCASTERS,15550,18
Ben Ray Lujan,2,C00348607,IMPACT,,10000,2
Ben Ray Lujan,3,C00415752,BORDER HEALTH FEDERAL PAC,NONE,10000,2
Ben Ray Lujan,4,C00682617,NATIONAL PECAN FEDERATION INC. POLITICAL ACTION COMMITTEE (PECAN PAC),,10000,2
Ben Ray Lujan,5,C00238725,NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION PAC,NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,5500,5
Ben Ray Lujan,6,C00267849,ALLIED PILOTS ASSOCIATION POLITICAL ACTION COMMITTEE,,5500,3
Ben Ray Lujan,7,C00424143,ALLIANCE FOR PHARMACY COMPOUNDING PAC (COMP PAC),,5500,7
Ben Ray Lujan,8,C00383950,NATIONAL ELEVATOR CONSTRUCTORS PAC/ INTN'L  UNION OF ELEVATOR CONSTRUCTORS (NEC PAC),INT'L UNION OF ELEVATOR CONSTRUCTORS,5000,1
Ben Ray Lujan,9,C00374298,NATIONAL PEANUT BUYING POINTS ASSOCIATION PEANUT BUYING POINT PAC,NATIONAL PEANUT BUYING POINTS ASSOCIATION,5000,1
Ben Ray Lujan,10,C00508770,NATIONAL GROCERS ASSOCIATION GROCERS POLITICAL ACTION COMMITTEE,NATIONAL GROCERS ASSOCIATION,5000,1
Ben Ray Lujan,11,C00488262,NETJETS ASSOCIATION OF SHARED AIRCRAFT PILOTS PAC; NJASAP PAC,,5000,3
Ben Ray Lujan,12,C00405555,NATIONAL COUNCIL OF TEXTILE ORGANIZATIONS INC POLITICAL ACTION COMMITTEE,NATIONAL COUNCIL OF TEXTILE ORGANIZATIONS INC POLITICAL ACTION COMMITTEE,5000,2
Ben Ray Lujan,13,C00262295,CTIA - THE WIRELESS ASSOCIATION POLITICAL ACTION COMMITTEE,CTIA - THE WIRELESS ASSOCIATION,5000,2
Ben Ray Lujan,14,C00439216,ENTERTAINMENT SOFTWARE ASSOCIATION PAC (ESA PAC),ENTERTAINMENT SOFTWARE ASSOCIATION,5000,3
Ben Ray Lujan,15,C00214148,AMERICAN PEANUT SHELLERS ASSOCIATION POLITICAL ACTION COMMITTEE,AMERICAN PEANUT SHELLERS ASSOCIATION,5000,1
Ben Ray Lujan,16,C00211037,"ALABAMA PEANUT PRODUCERS ASSOCIATION, PEANUTPAC OF ALABAMA","ALABAMA PEANUT PRODUCERS ASSOCIATION, PEANUTPAC OF ALABAMA",5000,1
Ben Ray Lujan,17,C00502807,UNITED STATES PEANUT POLITICAL ACTION COMMITTEE (US PEANUT PAC),,5000,1
Ben Ray Lujan,18,C00202184,WATERPAC - NATIONAL RURAL WATER ASSOCIATION POLITICAL COMMITTEE,ARKANSAS RURAL WATER ASSOCIATION FEDERAL POLITICAL ACTION COMMITTEE,5000,1
Ben Ray Lujan,19,C00197715,AMERICAN PISTACHIO GROWERS PISTACHIO POLITICAL ACTION COMMITTEE,,5000,1
Ben Ray Lujan,20,C00001636,SMART TD PAC,SMART TD,5000,3
Bernie Sanders,1,C00035451,AIR LINE PILOTS ASSOCIATION PAC,AIR LINE PILOTS ASSOCIATION,10000,2
Bernie Sanders,2,C00008268,TRANSPORT WORKERS UNION OF AMERICA POLITICAL CONTRIBUTIONS COMMITTEE,TRANSPORT WORKERS UNION OF AMERICA,10000,2
Bernie Sanders,3,C00002766,UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION ACTIVE BALLOT CLUB,UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION,10000,2
Bernie Sanders,4,C00002469,MACHINISTS NON PARTISAN POLITICAL LEAGUE OF THE INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS,INTERNATIONAL ASSOCIATION OF MACHINISTS AND AEROSPACE WORKERS,5000,3
Bernie Sanders,5,C00573261,END CITIZENS UNITED,LET AMERICA VOTE PAC,5000,2
Bernie Sanders,6,C00489419,AKSM UROLOGY POLITICAL ACTION COMMITTEE 'AKSM UROLOGY PAC',,5000,1
Bernie Sanders,7,C00461418,NATIONAL UNION OF HEALTHCARE WORKERS FEDERAL COMMITTEE ON POLITICAL EDUCATION,,5000,1
Bernie Sanders,8,C00446237,NATIONAL NURSES UNITED PAC - A FUND FOR A HEALTHY AMERICA,NATIONAL NURSES UNITED,5000,1
Bernie Sanders,9,C00692202,COURAGE TO CHANGE,,5000,1
Bernie Sanders,10,C00032979,"D.R.I.V.E. - DEMOCRAT, REPUBLICAN, INDEPENDENT VOTER EDUCATION (THE PAC OF THE INTERNATIONAL BROTHERHOOD OF TEAMSTERS)",INTERNATIONAL BROTHERHOOD OF TEAMSTERS,5000,1
Bernie Sanders,11,C00023580,NATIONAL ASSOCIATION OF LETTER CARRIERS OF U.S.A. POLITICAL FUND (LETTER CARRIER POLITICAL FUND),BRANCH 193 NATIONAL ASSOCIATION OF LETTER CARRIERS POLITICAL ACTION COMMITTEE,5000,3
Bernie Sanders,12,C00011114,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES  P E O P L E,"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO",5000,1
Bernie Sanders,13,C00004036,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),SERVICE EMPLOYEES INTERNATIONAL UNION,5000,1
Bernie Sanders,14,C00441949,JSTREETPAC,J STREET,3000,2
Bernie Sanders,15,C00079541,REPRODUCTIVE FREEDOM FOR ALL PAC,REPRODUCTIVE FREEDOM FOR ALL,2500,1
Bernie Sanders,16,C00345306,NATIONAL POSTAL MAIL HANDLERS UNION - DIVISION OF LABORERS' INT'L UNION OF NORTH AMERICA,LABORERS' INTERNATIONAL UNION OF NORTH AMERICA,2500,1
Bernie Sanders,17,C00640086,"EVERYTOWN FOR GUN SAFETY ACTION FUND, INC. PAC (EVERYTOWN PAC)","EVERYTOWN FOR GUN SAFETY ACTION FUND, INC.",2500,1
Bernie Sanders,18,C00135368,SIERRA CLUB POLITICAL COMMITTEE,SIERRA CLUB INDEPENDENT ACTION,2062,2
Bernie Sanders,19,C00003251,NEA FUND FOR CHILDREN AND PUBLIC EDUCATION,NATIONAL EDUCATION ASSOCIATION,2000,7
Bernie Sanders,20,C00280909,TRANSPORTATION TRADES DEPARTMENT AFL-CIO POLITICAL ACTION COMMITTEE (TTD/PAC),TRANSPORTATION TRADES DEPARTMENT AFL-CIO POLITICAL ACTION COMMITTEE (TTD/PAC),1000,1
Beth Van Duyne,1,C00872879,STAND UP PAC,NONE,72740,1
Beth Van Duyne,2,C00030718,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,NATIONAL ASSOCIATION OF REALTORS,25766,6
Beth Van Duyne,3,C70002563,NATIONAL ASSOCIATION OF REALTORS,,22337,2
Beth Van Duyne,4,C00797670,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,11512,8
Beth Van Duyne,5,C00303339,"NATIONAL ASSOCIATION OF REAL ESTATE INVESTMENT TRUSTS, INC. POLITICAL ACTION COMMITTEE","NATIONAL ASSOCIATION OF REAL ESTATE INVESTMENT TRUSTS, INC.",10000,4
Beth Van Duyne,6,C00477653,COX ENTERPRISES PAC (COXPAC) INC.,,10000,3
Beth Van Duyne,7,C00447284,NATIONAL ASSOCIATION OF PROFESSIONAL EMPLOYER ORGANIZATIONS (NAPEO PAC),NATIONAL ASSOCIATION OF PROFESSIONAL EMPLOYER ORGANIZATIONS (NAPEO),10000,2
Beth Van Duyne,8,C00039578,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,COUNCIL OF INSURANCE AGENTS & BROKERS,10000,4
Beth Van Duyne,9,C00040998,NATIONAL AUTOMOBILE DEALERS ASSOCIATION POLITICAL ACTION COMMITTEE,NATIONAL AUTOMOBILE DEALERS ASSOCIATION,10000,3
Beth Van Duyne,10,C00359539,AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION POLITICAL ACTION COMMITTEE (SKINPAC),AMERICAN ACADEMY OF DERMATOLOGY ASSOCIATION,10000,3
Beth Van Duyne,11,C00077321,AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS POLITICAL ACTION COMMITTEE,AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS,10000,3
Beth Van Duyne,12,C00343137,POLITICAL ACTION COMMITTEE OF THE AMERICAN ASSOCIATION OF ORTHOPAEDIC SURGEONS--PAC OF AAOS,AMERICAN ASSOCIATION OF ORTHOPAEDIC SURGEONS,10000,7
Beth Van Duyne,13,C00083857,OCCIDENTAL PETROLEUM CORPORATION POLITICAL ACTION COMMITTEE,OCCIDENTAL PETROLEUM CORPORATION,10000,3
Beth Van Duyne,14,C00084491,INTERNATIONAL FRANCHISE ASSOCIATION FRANCHISING POLITICAL ACTION COMMITTEE INC,INTERNATIONAL FRANCHISE ASSOCIATION,10000,4
Beth Van Duyne,15,C00089458,"NATIONAL STONE, SAND & GRAVEL ASSOCIATION ROCKPAC","NATIONAL STONE, SAND AND GRAVEL ASSOCIATION",10000,7
Beth Van Duyne,16,C00267849,ALLIED PILOTS ASSOCIATION POLITICAL ACTION COMMITTEE,,10000,7
Beth Van Duyne,17,C00097865,NATSO INC. NATSO PAC,,10000,2
Beth Van Duyne,18,C00250399,AUTOMOTIVE FREE INTERNATIONAL TRADE PAC,NONE,10000,2
Beth Van Duyne,19,C00236489,"KOCH, INC. POLITICAL ACTION COMMITTEE (KOCHPAC)","KOCH, INC.",10000,4
Beth Van Duyne,20,C00109017,AT&T INC. EMPLOYEE FEDERAL POLITICAL ACTION COMMITTEE (AT&T EMPLOYEE FEDERAL PAC),AT&T INC.,10000,2
Bill Cassidy,1,C00638528,LOUISIANA LEGACY PAC,NONE,22390,10
Bill Cassidy,2,C00008748,SEMPRA ENERGY EMPLOYEES POLITICAL ACTION COMMITTEE- FEDERAL,SEMPRA,12500,3
Bill Cassidy,3,C00340364,BLUE SHIELD OF CALIFORNIA PAC (SHIELD PAC),BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC,11800,3
Bill Cassidy,4,C00570861,R SENATE PAC,,10000,2
Bill Cassidy,5,C00571000,TRUE NORTH PAC,SULLIVAN,10000,2
Bill Cassidy,6,C00762682,STEER PAC,,10000,2
Bill Cassidy,7,C00336743,ASIAN AMERICAN HOTEL OWNERS ASSOCIATION PAC (AAHOA PAC),ASIAN AMERICAN HOTEL OWNERS ASSOCIATION,10000,2
Bill Cassidy,8,C00544957,USACS PAC,NONE,10000,2
Bill Cassidy,9,C00566851,JOBS OPPORTUNITY AND NEW IDEAS PAC,ERNST,10000,2
Bill Cassidy,10,C00785014,CONQUERING CANCER PAC,NONE,10000,3
Bill Cassidy,11,C00799494,"RADIOLOGY PARTNERS, INC. PAC",,10000,4
Bill Cassidy,12,C00442368,COMMON VALUES PAC,BARRASSO,10000,2
Bill Cassidy,13,C00409003,HEARTLAND VALUES PAC,"COMMONSENSE, CONSERVATIVE VALUES PAC",10000,2
Bill Cassidy,14,C00391797,DIRIGO PAC,COLLINS VICTORY COMMITTEE,10000,2
Bill Cassidy,15,C00081414,"AMERICAN SUGAR CANE LEAGUE OF USA, INC PAC","AMERICAN SUGAR CANE LEAGUE OF USA, INC",10000,6
Bill Cassidy,16,C00571976,THE PETER NORBECK LEADERSHIP PAC,ROUNDS,10000,2
Bill Cassidy,17,C00832501,AMERICAN EXCELLENCE PAC,RICKETTS,10000,2
Bill Cassidy,18,C00389916,"LOUISIANA RICE POLITICAL ACTION COMMITTEE, INC.","LOUISIANA RICE POLITICAL ACTION COMMITTEE, INC.",9000,3
Bill Cassidy,19,C00396895,GILEAD SCIENCES INC HEALTHCARE POLICY PAC,"GILEAD SCIENCES, INC.",9000,4
Bill Cassidy,20,C00542365,"TOYOTA MOTOR NORTH AMERICA, INC POLITICAL ACTION COMMITTEE (TOYOTA/LEXUS PAC)","TOYOTA MOTOR NORTH AMERICA, INC",9000,6
Blake Moore,1,C00369751,"DELL TECHNOLOGIES, INC. POLITICAL ACTION COMMITTEE","DELL TECHNOLOGIES, INC.",25000,5
Blake Moore,2,C00144766,NATIONAL BEER WHOLESALERS ASSOCIATION POLITICAL ACTION COMMITTEE,NATIONAL BEER WHOLESALERS ASSOCIATION,20000,10
Blake Moore,3,C00040998,NATIONAL AUTOMOBILE DEALERS ASSOCIATION POLITICAL ACTION COMMITTEE,NATIONAL AUTOMOBILE DEALERS ASSOCIATION,15000,3
Blake Moore,4,C00274431,UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),UNITEDHEALTH GROUP INCORPORATED,15000,6
Blake Moore,5,C00004275,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),AMERICAN BANKERS ASSOCIATION (ABA),15000,9
Blake Moore,6,C00433060,REPUBLICAN GOVERNANCE GROUP/TUESDAY GROUP PAC,NONE,15000,12
Blake Moore,7,C00030718,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,NATIONAL ASSOCIATION OF REALTORS,15000,4
Blake Moore,8,C00104802,DELTA AIR LINES PAC,DELTA AIRLINES,15000,5
Blake Moore,9,C00158881,NEW YORK LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,NEW YORK LIFE INSURANCE COMPANY,12500,7
Blake Moore,10,C00752766,TTM TECHNOLOGIES INC. POLITICAL ACTION COMMITTEE,,12500,4
Blake Moore,11,C00284885,THE HOME DEPOT INC. POLITICAL ACTION COMMITTEE,THE HOME DEPOT INC.,10000,2
Blake Moore,12,C00303339,"NATIONAL ASSOCIATION OF REAL ESTATE INVESTMENT TRUSTS, INC. POLITICAL ACTION COMMITTEE","NATIONAL ASSOCIATION OF REAL ESTATE INVESTMENT TRUSTS, INC.",10000,6
Blake Moore,13,C00311878,MEDTRONIC INC. PAC,MEDTRONIC INC.,10000,2
Blake Moore,14,C00281212,BAE SYSTEMS INC. POLITICAL ACTION COMMITTEE (BAE SYSTEMS USA PAC),BAE SYSTEMS,10000,2
Blake Moore,15,C00100321,"L3HARRIS TECHNOLOGIES, INC. PAC","L3HARRIS TECHNOLOGIES, INC.",10000,3
Blake Moore,16,C00035451,AIR LINE PILOTS ASSOCIATION PAC,AIR LINE PILOTS ASSOCIATION,10000,2
Blake Moore,17,C00039578,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,COUNCIL OF INSURANCE AGENTS & BROKERS,10000,6
Blake Moore,18,C00292318,THERMO FISHER SCIENTIFIC INC. PAC,THERMO FISHER SCIENTIFIC INC. PAC,10000,2
Blake Moore,19,C00236489,"KOCH, INC. POLITICAL ACTION COMMITTEE (KOCHPAC)","KOCH, INC.",10000,2
Blake Moore,20,C00211318,DELOITTE POLITICAL ACTION COMMITTEE,NONE,10000,5
Brad Schneider,1,C00797670,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,36838,43
Brad Schneider,2,C00779314,THE FREEDOM FORWARD FUND,NONE,27037,5
Brad Schneider,3,C00096156,HONEYWELL INTERNATIONAL POLITICAL ACTION COMMITTEE,HONEYWELL INTERNATIONAL,10000,6
Brad Schneider,4,C00148031,CATERPILLAR INC. POLITICAL ACTION COMMITTEE (CATPAC),CATERPILLAR INC.,10000,2
Brad Schneider,5,C00011114,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES  P E O P L E,"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO",10000,4
Brad Schneider,6,C00012245,UBS AMERICAS INC. POLITICAL ACTION COMMITTEE (UBS PAC),UBS AMERICAS INC.,10000,5
Brad Schneider,7,C00303339,"NATIONAL ASSOCIATION OF REAL ESTATE INVESTMENT TRUSTS, INC. POLITICAL ACTION COMMITTEE","NATIONAL ASSOCIATION OF REAL ESTATE INVESTMENT TRUSTS, INC.",10000,5
Brad Schneider,8,C00040535,AMERICAN EXPRESS COMPANY POLITICAL ACTION COMMITTEE (AXPPAC),AMERICAN EXPRESS COMPANY,10000,3
Brad Schneider,9,C00097485,"MERCK & CO., INC., EMPLOYEES POLITICAL ACTION COMMITTEE (MERCK PAC)","MERCK & CO., INC.",10000,3
Brad Schneider,10,C00064766,"UNITED PARCEL SERVICE, INC. PAC (UPSPAC)","UNITED PARCEL SERVICE, INC.",10000,5
Brad Schneider,11,C00197095,THE NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE (NMPAC),,10000,6
Brad Schneider,12,C00160770,WALGREEN CO PAC (WALGREENSPAC),WALGREEN CO,10000,2
Brad Schneider,13,C00040279,ABBOTT LABORATORIES EMPLOYEE POLITICAL ACTION COMMITTEE,ABBOTT LABORATORIES,10000,2
Brad Schneider,14,C00158881,NEW YORK LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,NEW YORK LIFE INSURANCE COMPANY,10000,4
Brad Schneider,15,C00040253,ALLSTATE INSURANCE COMPANY PAC,,10000,2
Brad Schneider,16,C00337626,MORGAN STANLEY POLITICAL ACTION COMMITTEE,,10000,4
Brad Schneider,17,C00144766,NATIONAL BEER WHOLESALERS ASSOCIATION POLITICAL ACTION COMMITTEE,NATIONAL BEER WHOLESALERS ASSOCIATION,10000,5
Brad Schneider,18,C00039578,THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE,COUNCIL OF INSURANCE AGENTS & BROKERS,10000,3
Brad Schneider,19,C00030718,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,NATIONAL ASSOCIATION OF REALTORS,10000,3
Brad Schneider,20,C00142711,THE BOEING COMPANY POLITICAL ACTION COMMITTEE,THE BOEING COMPANY,10000,5
Brendan Boyle,1,C00797670,AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE POLITICAL ACTION COMMITTEE,,15085,26
Brendan Boyle,2,C00447565,FINSECA PAC,FINSECA,10000,4
Brendan Boyle,3,C00007922,LABORERS' INTERNATIONAL UNION OF NORTH AMERICA (LIUNA) PAC,LABORERS' INTERNATIONAL UNION OF NORTH AMERICA,10000,4
Brendan Boyle,4,C00011114,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES  P E O P L E,"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO",10000,4
Brendan Boyle,5,C00012245,UBS AMERICAS INC. POLITICAL ACTION COMMITTEE (UBS PAC),UBS AMERICAS INC.,10000,5
Brendan Boyle,6,C00012476,UA UNION PLUMBERS & PIPEFITTERS VOTE! PAC (UNITED ASSOCIATION OF JOURNEYMEN AND APPRENTICES OF THE PLUMBING & PIPEFITTING INDUSTRY OF THE UNITED STATES AND CANADA),PLUMBERS & STEAMFITTERS LOCAL 22 PAC INC,10000,2
Brendan Boyle,7,C00250753,AUTO CARE ASSOCIATION POLITICAL ACTION COMMITTEE,AUTO CARE ASSOCIATION,10000,2
Brendan Boyle,8,C00248716,COMCAST CORPORATION & NBCUNIVERSAL POLITICAL ACTION COMMITTEE - FEDERAL,COMCAST CORPORATION,10000,2
Brendan Boyle,9,C00028860,"AMERICAN FEDERATION OF TEACHERS, AFL-CIO COMMITTEE ON POLITICAL EDUCATION",,10000,2
Brendan Boyle,10,C00029447,INTERNATIONAL ASSOCIATION OF FIREFIGHTERS INTERESTED IN REGISTRATION AND EDUCATION PAC,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,10000,3
Brendan Boyle,11,C00030718,NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE,NATIONAL ASSOCIATION OF REALTORS,10000,3
Brendan Boyle,12,C00158881,NEW YORK LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,NEW YORK LIFE INSURANCE COMPANY,10000,4
Brendan Boyle,13,C00040998,NATIONAL AUTOMOBILE DEALERS ASSOCIATION POLITICAL ACTION COMMITTEE,NATIONAL AUTOMOBILE DEALERS ASSOCIATION,10000,2
Brendan Boyle,14,C00158576,INTERNATIONAL LONGSHOREMEN'S ASSOCIATION COMMITTEE ON POLITICAL EDUCATION,INTERNATIONAL LONGSHOREMEN'S ASSOCIATION,10000,2
Brendan Boyle,15,C00068528,PACIFIC LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,PACIFIC LIFE INSURANCE COMPANY,10000,5
Brendan Boyle,16,C00085316,THE CIGNA GROUP EMPLOYEE POLITICAL ACTION COMMITTEE,THE CIGNA GROUP,10000,3
Brendan Boyle,17,C00130773,NATIONAL MULTIFAMILY HOUSING COUNCIL POLITICAL ACTION COMMITTEE,NATIONAL MULTIFAMILY HOUSING COUNCIL,10000,4
Brendan Boyle,18,C00757856,GOBRANDS INC. POLITICAL ACTION COMMITTEE,GOBRANDS INC.,10000,2
Brendan Boyle,19,C00096156,HONEYWELL INTERNATIONAL POLITICAL ACTION COMMITTEE,HONEYWELL INTERNATIONAL,10000,4
Brendan Boyle,20,C00113811,NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION POLITICAL ACTION COMMITTEE,NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION,10000,3
Brian Fitzpatrick,1,C00007880,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.","CREDIT UNION NATIONAL ASSOCIATION, INC.",410000,5
