week_start,sector,total_amount,transaction_count,distinct_pacs,distinct_recipients
2024-10-21,Finance & Insurance,79000,44,8,31
2024-10-21,Food & Beverage,2500,1,1,1
2024-10-21,Healthcare & Pharma,32500,18,9,14
2024-10-21,Ideological,1886,662,2,25
2024-10-21,Other/Unclassified,3757631,480,245,65
2024-10-21,Professional Services,4000,2,1,2
2024-10-21,Real Estate & Housing,8000,2,2,2
2024-10-21,Retail & Consumer,6500,3,2,3
2024-10-21,Tech & Telecom,3000,2,1,2
2024-10-21,Transportation,18000,5,2,5
2024-10-28,Defense & Aerospace,16000,7,3,7
2024-10-28,Finance & Insurance,54500,21,10,19
2024-10-28,Food & Beverage,1500,1,1,1
2024-10-28,Healthcare & Pharma,30000,11,8,9
2024-10-28,Ideological,-39597,507,1,18
2024-10-28,Labor,26000,11,1,11
2024-10-28,Other/Unclassified,1516082,519,261,69
2024-10-28,Professional Services,10000,3,2,3
2024-10-28,Real Estate & Housing,4000,2,1,2
2024-10-28,Retail & Consumer,1000,1,1,1
2024-10-28,Tech & Telecom,23500,11,4,10
2024-10-28,Transportation,2500,2,2,2
2024-11-04,Finance & Insurance,10000,4,3,3
2024-11-04,Healthcare & Pharma,85500,35,3,31
2024-11-04,Ideological,-42315,614,1,27
2024-11-04,Other/Unclassified,368147,139,73,51
2024-11-04,Real Estate & Housing,-2000,1,1,1
2024-11-04,Tech & Telecom,-1000,1,1,1
2024-11-04,Transportation,5000,1,1,1
2024-11-11,Finance & Insurance,2500,1,1,1
2024-11-11,Ideological,-47146,857,1,21
2024-11-11,Other/Unclassified,165233,45,32,23
2024-11-11,Real Estate & Housing,-1000,1,1,1
2024-11-18,Defense & Aerospace,3000,3,2,3
2024-11-18,Finance & Insurance,22000,8,3,7
2024-11-18,Food & Beverage,-2000,1,1,1
2024-11-18,Healthcare & Pharma,9500,5,4,4
2024-11-18,Ideological,-20935,1589,1,27
2024-11-18,Other/Unclassified,121377,60,45,31
2024-11-18,Professional Services,8000,3,2,3
2024-11-18,Tech & Telecom,7500,2,1,2
2024-11-25,Finance & Insurance,0,2,2,2
2024-11-25,Healthcare & Pharma,-6000,3,2,3
2024-11-25,Ideological,-1094,51,1,6
2024-11-25,Other/Unclassified,63051,33,23,19
2024-11-25,Professional Services,10000,2,1,1
2024-11-25,Tech & Telecom,5000,2,1,2
2024-12-02,Construction & Engineering,4500,2,1,2
2024-12-02,Defense & Aerospace,-1000,1,1,1
2024-12-02,Finance & Insurance,6000,2,2,2
2024-12-02,Healthcare & Pharma,3500,2,2,2
2024-12-02,Other/Unclassified,218535,103,62,44
2024-12-02,Professional Services,5000,2,1,1
2024-12-02,Tech & Telecom,8000,4,2,3
2024-12-09,Construction & Engineering,-2500,1,1,1
2024-12-09,Finance & Insurance,2500,6,5,6
2024-12-09,Healthcare & Pharma,13500,9,4,8
2024-12-09,Ideological,-5000,1,1,1
2024-12-09,Other/Unclassified,287446,132,81,46
2024-12-09,Tech & Telecom,5000,2,1,2
2024-12-16,Finance & Insurance,4500,4,3,3
2024-12-16,Food & Beverage,5000,2,1,2
2024-12-16,Healthcare & Pharma,2500,1,1,1
2024-12-16,Labor,6500,3,1,3
2024-12-16,Other/Unclassified,315616,144,89,47
2024-12-16,Professional Services,28500,10,2,7
2024-12-16,Real Estate & Housing,15000,3,1,2
2024-12-16,Retail & Consumer,22500,5,2,2
2024-12-16,Tech & Telecom,4000,2,2,2
2024-12-16,Transportation,4000,2,1,2
2024-12-23,Construction & Engineering,19000,10,1,10
2024-12-23,Finance & Insurance,5000,2,1,1
2024-12-23,Other/Unclassified,89002,23,15,13
2024-12-23,Professional Services,2500,2,1,1
2024-12-30,Defense & Aerospace,-1000,1,1,1
2024-12-30,Finance & Insurance,6000,3,2,3
2024-12-30,Healthcare & Pharma,-2500,1,1,1
2024-12-30,Other/Unclassified,-25027,35,25,27
2024-12-30,Real Estate & Housing,-5000,1,1,1
