pac_cmte_id,pac_name,total_given,num_recipients,recipients,r_total,d_total,connected_org,cmte_type,cmte_designation
C00267849,ALLIED PILOTS ASSOCIATION POLITICAL ACTION COMMITTEE,123000,28,"Aaron Bean, Ben Ray Lujan, Beth Van Duyne, Brendan Boyle, Brian Fitzpatrick, Danny Davis, Dwight Evans, Jason Smith, Jimmy Gomez, Jodey Arrington, John Barrasso, John Cornyn, Kevin Hern, Linda Sanchez, Maggie Hassan, Mark Warner, Marsha Blackburn, Max Miller, Michelle Fischbach, Mike Thompson, Nicole Malliotakis, Richard Neal, Ron Wyden, Rudy Yakym, Sheldon Whitehouse, Steven Horsford, Suzan DelBene, Todd Young",79000,44000,,Q,U
C00495556,TRINET GROUP INC POLITICAL ACTION COMMITTEE,119500,28,"Aaron Bean, Adrian Smith, Beth Van Duyne, Bill Cassidy, Blake Moore, Brad Schneider, Brendan Boyle, Brian Fitzpatrick, Claudia Tenney, David Schweikert, Greg Steube, Gwen Moore, Jason Smith, Jimmy Gomez, Jimmy Panetta, Jodey Arrington, Kevin Hern, Linda Sanchez, Maggie Hassan, Mike Crapo, Mike Kelly, Mike Thompson, Richard Neal, Ron Wyden, Steven Horsford, Suzan DelBene, Terri Sewell, Vern Buchanan",62000,57500,TRINET GROUP INC.,Q,B
C00326595,CAPITAL ONE FINANCIAL CORP. ASSOC. POLITICAL FUND,128500,28,"Aaron Bean, Adrian Smith, Blake Moore, Brad Schneider, Brian Fitzpatrick, Darin LaHood, David Kustoff, Don Beyer, Gwen Moore, Jason Smith, Jimmy Panetta, John Barrasso, Kevin Hern, Linda Sanchez, Lloyd Smucker, Marsha Blackburn, Mike Carey, Mike Kelly, Mike Thompson, Nicole Malliotakis, Randy Feenstra, Richard Neal, Rudy Yakym, Steven Horsford, Suzan DelBene, Terri Sewell, Thomas Suozzi, Vern Buchanan",81500,47000,CAPITAL ONE FINANCIAL CORP.,Q,B
C00098061,TARGET CORPORATION CITIZENS POLITICAL FORUM (TARGETCITIZENS POLITICAL FORUM),86500,28,"Adrian Smith, Blake Moore, Brad Schneider, Brian Fitzpatrick, Catherine Cortez Masto, Chuck Grassley, Darin LaHood, Don Beyer, Gwen Moore, Jason Smith, Jimmy Panetta, John Barrasso, John Cornyn, John Larson, John Thune, Linda Sanchez, Michelle Fischbach, Mike Thompson, Randy Feenstra, Richard Neal, Ron Wyden, Stacey Plaskett, Steve Daines, Steven Horsford, Suzan DelBene, Terri Sewell, Thomas Suozzi, Tina Smith",45000,41500,TARGET CORPORATION,Q,B
C00384354,MICHIGAN SUGAR COMPANY GROWERS POLITICAL ACTION COMMITTEE,49500,28,"Aaron Bean, Adrian Smith, Beth Van Duyne, Blake Moore, Brendan Boyle, Carol Miller, Claudia Tenney, Darin LaHood, Don Beyer, Greg Steube, Jason Smith, Jimmy Gomez, Jimmy Panetta, Jodey Arrington, John Barrasso, Judy Chu, Kevin Hern, Linda Sanchez, Max Miller, Michelle Fischbach, Mike Carey, Nathaniel Moran, Nicole Malliotakis, Randy Feenstra, Ron Estes, Suzan DelBene, Terri Sewell, Thomas Suozzi",33500,16000,MICHIGAN SUGAR COMPANY GROWERS ASSOCIATION,Q,U
C00364778,BANK OF AMERICA CORPORATION FEDERAL PAC,108500,28,"Adrian Smith, Beth Van Duyne, Blake Moore, Brad Schneider, Brian Fitzpatrick, Darin LaHood, David Kustoff, Greg Murphy, Jason Smith, Jimmy Panetta, Jodey Arrington, John Barrasso, John Larson, Kevin Hern, Lloyd Smucker, Michelle Fischbach, Mike Carey, Mike Thompson, Nicole Malliotakis, Randy Feenstra, Richard Neal, Ron Estes, Rudy Yakym, Steven Horsford, Suzan DelBene, Terri Sewell, Thomas Suozzi, Vern Buchanan",65500,43000,BANK OF AMERICA CORPORATION,Q,B
C00164145,UNITED SERVICES AUTOMOBILE ASSOCIATION EMPLOYEE PAC - USAA EMPLOYEE PAC,125000,28,"Beth Van Duyne, Blake Moore, Brad Schneider, Carol Miller, Danny Davis, Darin LaHood, David Kustoff, Dwight Evans, Gwen Moore, Jason Smith, Jimmy Panetta, Jodey Arrington, John Larson, Kevin Hern, Linda Sanchez, Lloyd Doggett, Marsha Blackburn, Mike Carey, Mike Crapo, Mike Thompson, Richard Neal, Steve Daines, Steven Horsford, Suzan DelBene, Terri Sewell, Thom Tillis, Tim Scott, Vern Buchanan",70000,55000,UNITED SERVICES AUTOMOBILE ASSOCIATION,Q,B
C00411900,EDWARDS LIFESCIENCES POLITICAL ACTION COMMITTEE (A.K.A. EDWARDS PAC),108000,28,"Adrian Smith, Bill Cassidy, Blake Moore, Darin LaHood, Greg Murphy, James Lankford, Jason Smith, Jimmy Gomez, Jimmy Panetta, John Barrasso, Judy Chu, Linda Sanchez, Maggie Hassan, Marsha Blackburn, Mike Carey, Mike Crapo, Mike Kelly, Randy Feenstra, Richard Neal, Ron Estes, Rudy Yakym, Steve Daines, Steven Horsford, Suzan DelBene, Terri Sewell, Thom Tillis, Todd Young, Vern Buchanan",67000,41000,EDWARDS LIFESCIENCES,Q,B
C00008474,CITIGROUP INC. PAC - FEDERAL (CITI PAC - FEDERAL),94000,28,"Adrian Smith, Beth Van Duyne, Brad Schneider, Brendan Boyle, Brian Fitzpatrick, Darin LaHood, Gwen Moore, Jason Smith, Jimmy Panetta, Jodey Arrington, John Barrasso, John Cornyn, Kevin Hern, Lloyd Smucker, Marsha Blackburn, Mike Crapo, Mike Thompson, Nicole Malliotakis, Randy Feenstra, Richard Neal, Steve Daines, Steven Horsford, Suzan DelBene, Terri Sewell, Thom Tillis, Thomas Suozzi, Tim Scott, Tina Smith",47500,46500,CITIGROUP INC.,Q,B
C00122499,AMERICAN ACADEMY OF PHYSICIAN ASSOCIATES POLITICAL ACTION COMMITTEE (PA PAC),62000,28,"Aaron Bean, Adrian Smith, Bill Cassidy, Brendan Boyle, Brian Fitzpatrick, Chuck Grassley, Darin LaHood, Greg Murphy, Greg Steube, Gwen Moore, James Lankford, Jason Smith, John Barrasso, Kevin Hern, Lloyd Doggett, Lloyd Smucker, Maggie Hassan, Mike Carey, Mike Crapo, Mike Kelly, Mike Thompson, Randy Feenstra, Richard Neal, Sheldon Whitehouse, Stacey Plaskett, Terri Sewell, Tina Smith, Vern Buchanan",43500,18500,AMERICAN ACADEMY OF PHYSICIAN ASSOCIATES,Q,B
C00089086,"THE AMERICAN OCCUPATIONAL THERAPY ASSOCIATION, INC. POLITICAL ACTION COMMITTEE (AOTPAC)",106500,27,"Adrian Smith, Brendan Boyle, Brian Fitzpatrick, Carol Miller, Chuck Grassley, Darin LaHood, David Schweikert, Dwight Evans, Greg Murphy, Greg Steube, Jason Smith, Jodey Arrington, John Barrasso, Kevin Hern, Lloyd Doggett, Lloyd Smucker, Maggie Hassan, Mark Warner, Marsha Blackburn, Mike Carey, Mike Kelly, Mike Thompson, Ron Estes, Steve Daines, Tina Smith, Todd Young, Vern Buchanan",81000,25500,"THE AMERICAN OCCUPATIONAL THERAPY ASSOCIATION, INC.",Q,B
C00219444,NATIONAL STRUCTURED SETTLEMENTS TRADE ASSOCIATION PAC,172000,27,"Adrian Smith, Blake Moore, Brad Schneider, Brian Fitzpatrick, Carol Miller, Chuck Grassley, Claudia Tenney, David Schweikert, Dwight Evans, Greg Steube, Jason Smith, Jimmy Panetta, Jodey Arrington, John Cornyn, John Larson, Linda Sanchez, Maggie Hassan, Mike Carey, Mike Kelly, Mike Thompson, Nicole Malliotakis, Randy Feenstra, Richard Neal, Ron Wyden, Suzan DelBene, Terri Sewell, Vern Buchanan",109000,63000,NATIONAL STRUCTURED SETTLEMENTS TRADE ASSOCIATION,Q,B
C00194746,BLUEPAC - BLUE CROSS BLUE SHIELD ASSOCIATION PAC,108000,27,"Adrian Smith, Beth Van Duyne, Blake Moore, Brad Schneider, Carol Miller, Claudia Tenney, Darin LaHood, David Kustoff, David Schweikert, Gwen Moore, James Lankford, Jodey Arrington, John Barrasso, John Larson, Kevin Hern, Maggie Hassan, Mark Warner, Michelle Fischbach, Mike Carey, Mike Kelly, Mike Thompson, Nicole Malliotakis, Randy Feenstra, Rudy Yakym, Steve Daines, Steven Horsford, Thomas Suozzi",78500,29500,,Q,B
C00448373,HUCK PAC,120000,27,"Aaron Bean, Adrian Smith, Beth Van Duyne, Blake Moore, Carol Miller, Claudia Tenney, Darin LaHood, David Kustoff, David Schweikert, Greg Murphy, Greg Steube, Jason Smith, Jodey Arrington, John Barrasso, Kevin Hern, Lloyd Smucker, Marsha Blackburn, Max Miller, Michelle Fischbach, Mike Carey, Mike Kelly, Nathaniel Moran, Nicole Malliotakis, Randy Feenstra, Ron Estes, Rudy Yakym, Vern Buchanan",120000,0,,Q,U
C00107615,AMERICAN RENTAL ASSOCIATION POLITICAL ACTION COMMITTEE,59050,27,"Adrian Smith, Beth Van Duyne, Blake Moore, Brad Schneider, Brendan Boyle, Brian Fitzpatrick, Claudia Tenney, Darin LaHood, David Kustoff, David Schweikert, Greg Steube, Jason Smith, Jimmy Panetta, Jodey Arrington, John Barrasso, John Larson, Kevin Hern, Lloyd Smucker, Max Miller, Mike Crapo, Mike Thompson, Nicole Malliotakis, Randy Feenstra, Richard Neal, Ron Estes, Thomas Suozzi, Vern Buchanan",44050,15000,AMERICAN RENTAL ASSOCIATION,Q,U
C00097485,"MERCK & CO., INC., EMPLOYEES POLITICAL ACTION COMMITTEE (MERCK PAC)",120000,27,"Adrian Smith, Beth Van Duyne, Blake Moore, Brad Schneider, Brian Fitzpatrick, Carol Miller, Claudia Tenney, Darin LaHood, David Schweikert, Greg Murphy, Greg Steube, Jason Smith, Jodey Arrington, John Barrasso, Kevin Hern, Linda Sanchez, Lloyd Smucker, Marsha Blackburn, Mike Kelly, Nicole Malliotakis, Randy Feenstra, Ron Estes, Rudy Yakym, Suzan DelBene, Terri Sewell, Thom Tillis, Vern Buchanan",105000,15000,"MERCK & CO., INC.",Q,B
C00457234,"MARSH & MCLENNAN COMPANIES, INC. POLITICAL ACTION COMMITTEE (MMCPAC)",99500,27,"Beth Van Duyne, Bill Cassidy, Brad Schneider, Claudia Tenney, Darin LaHood, David Schweikert, James Lankford, Jason Smith, Jimmy Panetta, Jodey Arrington, John Barrasso, John Larson, Kevin Hern, Maggie Hassan, Marsha Blackburn, Mike Carey, Mike Kelly, Mike Thompson, Nicole Malliotakis, Randy Feenstra, Richard Neal, Steve Daines, Steven Horsford, Suzan DelBene, Terri Sewell, Thom Tillis, Vern Buchanan",64000,35500,"MARSH & MCLENNAN COMPANIES, INC.",Q,B
C00084491,INTERNATIONAL FRANCHISE ASSOCIATION FRANCHISING POLITICAL ACTION COMMITTEE INC,121500,27,"Aaron Bean, Adrian Smith, Beth Van Duyne, Blake Moore, Brad Schneider, Brian Fitzpatrick, Carol Miller, Darin LaHood, Greg Murphy, Jason Smith, Jimmy Panetta, John Barrasso, John Thune, Kevin Hern, Lloyd Smucker, Marsha Blackburn, Michelle Fischbach, Mike Carey, Mike Kelly, Nathaniel Moran, Nicole Malliotakis, Randy Feenstra, Ron Estes, Rudy Yakym, Terri Sewell, Thomas Suozzi, Vern Buchanan",112500,9000,INTERNATIONAL FRANCHISE ASSOCIATION,Q,B
C00003764,NATIONAL RESTAURANT ASSOCIATION PAC (RESTAURANT PAC),104500,27,"Aaron Bean, Adrian Smith, Beth Van Duyne, Blake Moore, Brad Schneider, Brian Fitzpatrick, Carol Miller, Claudia Tenney, Darin LaHood, David Kustoff, Greg Steube, Jason Smith, Jimmy Panetta, John Barrasso, Kevin Hern, Lloyd Smucker, Marsha Blackburn, Max Miller, Michelle Fischbach, Mike Kelly, Mike Thompson, Nicole Malliotakis, Randy Feenstra, Richard Neal, Ron Estes, Rudy Yakym, Steven Horsford",82000,22500,,Q,B
C00236489,"KOCH, INC. POLITICAL ACTION COMMITTEE (KOCHPAC)",242506,27,"Adrian Smith, Beth Van Duyne, Blake Moore, Brian Fitzpatrick, Carol Miller, Claudia Tenney, Darin LaHood, David Kustoff, David Schweikert, Greg Steube, Jason Smith, Jodey Arrington, John Barrasso, Kevin Hern, Lloyd Smucker, Marsha Blackburn, Max Miller, Michelle Fischbach, Mike Carey, Mike Kelly, Nicole Malliotakis, Randy Feenstra, Ron Estes, Rudy Yakym, Steve Daines, Thom Tillis, Vern Buchanan",242506,0,"KOCH, INC.",Q,B
C00426874,FEDERATION OF EXCHANGE ACCOMODATORS 1031 PAC,123500,27,"Adrian Smith, Beth Van Duyne, Bill Cassidy, Brad Schneider, Claudia Tenney, Darin LaHood, David Kustoff, Greg Steube, Jason Smith, Jimmy Gomez, Jimmy Panetta, John Barrasso, John Larson, Judy Chu, Kevin Hern, Lloyd Smucker, Maggie Hassan, Marsha Blackburn, Mike Kelly, Mike Thompson, Randy Feenstra, Richard Neal, Stacey Plaskett, Steven Horsford, Suzan DelBene, Terri Sewell, Thom Tillis",69500,54000,,Q,B
C00035006,CHEVRON EMPLOYEES POLITICAL ACTION COMMITTEE - CHEVRON CORPORATION,149000,27,"Aaron Bean, Adrian Smith, Beth Van Duyne, Blake Moore, Brian Fitzpatrick, Claudia Tenney, Darin LaHood, David Kustoff, David Schweikert, Greg Steube, Jason Smith, Jodey Arrington, John Barrasso, John Thune, Kevin Hern, Lloyd Smucker, Marsha Blackburn, Michelle Fischbach, Mike Carey, Mike Kelly, Mike Thompson, Nicole Malliotakis, Randy Feenstra, Ron Estes, Steven Horsford, Terri Sewell, Vern Buchanan",138000,11000,CHEVRON CORPORATION,Q,B
C00430397,HANGER INC. PAC,44000,27,"Aaron Bean, Adrian Smith, Beth Van Duyne, Bill Cassidy, Brad Schneider, Brendan Boyle, Brian Fitzpatrick, Greg Murphy, Jason Smith, Jimmy Gomez, Jodey Arrington, John Barrasso, John Cornyn, John Larson, Kevin Hern, Linda Sanchez, Maggie Hassan, Marsha Blackburn, Mike Crapo, Mike Kelly, Mike Thompson, Richard Neal, Ron Johnson, Steve Daines, Suzan DelBene, Terri Sewell, Tim Scott",29000,15000,"HANGER, INC.",Q,U
C00078451,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GENERAL DYNAMICS EMPLOYEE PAC),114000,27,"Aaron Bean, Adrian Smith, Blake Moore, Brendan Boyle, Brian Fitzpatrick, Carol Miller, Claudia Tenney, Darin LaHood, David Kustoff, David Schweikert, Don Beyer, Dwight Evans, Jason Smith, Jimmy Panetta, Jodey Arrington, John Barrasso, John Larson, Kevin Hern, Lloyd Smucker, Marsha Blackburn, Max Miller, Richard Neal, Ron Estes, Steven Horsford, Suzan DelBene, Terri Sewell, Thomas Suozzi",59500,54500,GENERAL DYNAMICS CORPORATION,Q,B
C00040535,AMERICAN EXPRESS COMPANY POLITICAL ACTION COMMITTEE (AXPPAC),140000,27,"Brad Schneider, Brian Fitzpatrick, Carol Miller, Darin LaHood, Gwen Moore, Jason Smith, Jimmy Panetta, Jodey Arrington, John Barrasso, John Larson, Kevin Hern, Linda Sanchez, Marsha Blackburn, Max Miller, Mike Carey, Mike Thompson, Nicole Malliotakis, Randy Feenstra, Richard Neal, Ron Estes, Stacey Plaskett, Steve Daines, Steven Horsford, Suzan DelBene, Terri Sewell, Thomas Suozzi, Vern Buchanan",75000,65000,AMERICAN EXPRESS COMPANY,Q,B
C00114132,AMERICAN VETERINARY MEDICAL ASSOCIATION POLITICAL ACTION COMMITTEE,101500,26,"Adrian Smith, Beth Van Duyne, Bill Cassidy, Blake Moore, Carol Miller, Claudia Tenney, Dwight Evans, Greg Murphy, Greg Steube, Jason Smith, Jimmy Panetta, Jodey Arrington, John Larson, John Thune, Lloyd Smucker, Max Miller, Michelle Fischbach, Mike Carey, Mike Kelly, Mike Thompson, Randy Feenstra, Richard Neal, Suzan DelBene, Terri Sewell, Thomas Suozzi, Vern Buchanan",55000,46500,AMERICAN VETERINARY MEDICAL ASSOCIATION,Q,B
C00034488,ANHEUSER-BUSCH COMPANIES LLC POLITICAL ACTION COMMITTEE,72500,26,"Aaron Bean, Adrian Smith, Brad Schneider, Catherine Cortez Masto, Claudia Tenney, Darin LaHood, Jason Smith, Jimmy Panetta, Jodey Arrington, John Barrasso, John Cornyn, John Thune, Kevin Hern, Linda Sanchez, Michelle Fischbach, Mike Carey, Mike Crapo, Randy Feenstra, Richard Neal, Ron Wyden, Steve Daines, Suzan DelBene, Terri Sewell, Thom Tillis, Tim Scott, Todd Young",55000,17500,ANHEUSER-BUSCH COMPANIES INC.,Q,B
C00177436,UNUM GROUP POLITICAL ACTION COMMITTEE (UNUMPAC),81000,26,"Adrian Smith, Bill Cassidy, Blake Moore, Brad Schneider, Brendan Boyle, Brian Fitzpatrick, Carol Miller, Claudia Tenney, Darin LaHood, David Kustoff, Greg Steube, Jason Smith, Jimmy Panetta, Jodey Arrington, John Larson, Kevin Hern, Maggie Hassan, Marsha Blackburn, Mike Carey, Mike Kelly, Mike Thompson, Randy Feenstra, Ron Estes, Suzan DelBene, Terri Sewell, Thomas Suozzi",52000,29000,UNUM GROUP,Q,B
C00562546,NOVOCURE INC. PAC (A.K.A. NOVOCURE PAC),55500,26,"Adrian Smith, Beth Van Duyne, Blake Moore, Brendan Boyle, Chuck Grassley, Claudia Tenney, Darin LaHood, David Schweikert, Don Beyer, Greg Murphy, Jason Smith, Jodey Arrington, John Barrasso, Kevin Hern, Linda Sanchez, Lloyd Smucker, Maggie Hassan, Marsha Blackburn, Mike Carey, Mike Crapo, Randy Feenstra, Ron Wyden, Rudy Yakym, Steven Horsford, Suzan DelBene, Terri Sewell",34500,21000,NOVOCURE INC.,Q,B
C00110577,"LINCOLN NATIONAL CORPORATION POLITICAL ACTION COMMITTEE (AKA LINCOLN FINANCIAL GROUP FEDERAL POLITICAL ACTION COMMITTEE, FEDERAL LFGPAC)",95000,26,"Adrian Smith, Brendan Boyle, Brian Fitzpatrick, Claudia Tenney, Darin LaHood, David Kustoff, Dwight Evans, Jason Smith, Jimmy Panetta, Jodey Arrington, John Cornyn, John Larson, Linda Sanchez, Lloyd Smucker, Maggie Hassan, Mark Warner, Mike Carey, Mike Crapo, Randy Feenstra, Richard Neal, Rudy Yakym, Suzan DelBene, Terri Sewell, Thom Tillis, Tina Smith, Vern Buchanan",50500,44500,LINCOLN NATIONAL CORPORATION,Q,B
C00458257,EMPLOYEE OWNED S CORPORATIONS OF AMERICA PAC (ESCA PAC),72000,26,"Adrian Smith, Beth Van Duyne, Bill Cassidy, Blake Moore, Brad Schneider, Brian Fitzpatrick, Carol Miller, Darin LaHood, David Kustoff, Greg Murphy, Greg Steube, Jason Smith, Jimmy Panetta, Jodey Arrington, Linda Sanchez, Lloyd Smucker, Maggie Hassan, Mike Carey, Mike Thompson, Nicole Malliotakis, Richard Neal, Ron Estes, Steven Horsford, Suzan DelBene, Thomas Suozzi, Vern Buchanan",48000,24000,EMPLOYEE OWNED S CORPORATIONS OF AMERICA,Q,B
C00101105,NATIONAL FEDERATION OF INDEPENDENT BUSINESS FEDERAL POLITICAL ACTION COMMITTEE,96000,26,"Aaron Bean, Adrian Smith, Beth Van Duyne, Blake Moore, Carol Miller, Claudia Tenney, Darin LaHood, David Kustoff, David Schweikert, Greg Murphy, Greg Steube, Jason Smith, Jodey Arrington, John Barrasso, Kevin Hern, Lloyd Smucker, Marsha Blackburn, Max Miller, Michelle Fischbach, Mike Carey, Mike Kelly, Nicole Malliotakis, Randy Feenstra, Ron Estes, Rudy Yakym, Vern Buchanan",96000,0,NATIONAL FEDERATION OF INDEPENDENT BUSINESS,Q,B
C00006080,AMERICAN HEALTH CARE ASSOCIATION POLITICAL ACTION COMMITTEE,113500,26,"Aaron Bean, Adrian Smith, Brad Schneider, Carol Miller, David Kustoff, Dwight Evans, Greg Murphy, Greg Steube, Jason Smith, Jimmy Gomez, Jimmy Panetta, John Barrasso, John Cornyn, Kevin Hern, Mark Warner, Marsha Blackburn, Michelle Fischbach, Mike Thompson, Randy Feenstra, Richard Neal, Ron Estes, Steven Horsford, Terri Sewell, Thomas Suozzi, Tim Scott, Vern Buchanan",77500,36000,AMERICAN HEALTH CARE ASSOCIATION,Q,B
C00106740,"AMERICA'S HEALTH INSURANCE PLANS, INC. PAC (AHIP PAC)",63000,26,"Adrian Smith, Beth Van Duyne, Bill Cassidy, Blake Moore, Brad Schneider, Brian Fitzpatrick, David Schweikert, Jason Smith, Jimmy Gomez, Jodey Arrington, John Thune, Kevin Hern, Maggie Hassan, Mark Warner, Mike Crapo, Mike Kelly, Nicole Malliotakis, Randy Feenstra, Richard Neal, Ron Wyden, Rudy Yakym, Steven Horsford, Suzan DelBene, Terri Sewell, Thomas Suozzi, Vern Buchanan",39000,24000,"AMERICA'S HEALTH INSURANCE PLANS, INC.",Q,B
C00410266,THE VANGUARD GROUP COMMITTEE FOR RESPONSIBLE GOVERNMENT,104000,26,"Adrian Smith, Beth Van Duyne, Bill Cassidy, Brad Schneider, Brendan Boyle, Brian Fitzpatrick, Chuck Grassley, Darin LaHood, Dwight Evans, Jason Smith, John Barrasso, John Cornyn, John Thune, Lloyd Smucker, Mike Crapo, Mike Kelly, Mike Thompson, Richard Neal, Ron Estes, Ron Wyden, Steve Daines, Steven Horsford, Suzan DelBene, Terri Sewell, Thom Tillis, Vern Buchanan",60000,44000,THE VANGUARD GROUP,Q,B
C00199257,GENENTECH INC. POLITICAL ACTION COMMITTEE (GENENPAC),65000,26,"Adrian Smith, Brad Schneider, Brian Fitzpatrick, Carol Miller, Darin LaHood, David Schweikert, Greg Murphy, Greg Steube, Gwen Moore, Jason Smith, Jimmy Gomez, John Barrasso, Kevin Hern, Lloyd Smucker, Mark Warner, Marsha Blackburn, Mike Crapo, Mike Thompson, Nicole Malliotakis, Richard Neal, Steven Horsford, Suzan DelBene, Terri Sewell, Thom Tillis, Tim Scott, Vern Buchanan",43000,22000,GENENTECH INC.,Q,B
C00401299,"FRESENIUS MEDICAL CARE HOLDINGS, INC. POLITICAL ACTION COMMITTEE",92500,26,"Beth Van Duyne, Blake Moore, Carol Miller, Darin LaHood, David Schweikert, Greg Murphy, Greg Steube, Jason Smith, Jimmy Gomez, Jodey Arrington, John Barrasso, John Cornyn, Kevin Hern, Maggie Hassan, Marsha Blackburn, Mike Carey, Mike Kelly, Nicole Malliotakis, Randy Feenstra, Richard Neal, Ron Wyden, Rudy Yakym, Steven Horsford, Thom Tillis, Tina Smith, Vern Buchanan",77500,15000,"FRESENIUS MEDICAL CARE HOLDINGS, INC.",Q,B
C00125641,INTEL CORPORATION POLITICAL ACTION COMMITTEE (IPAC),77000,26,"Beth Van Duyne, Brad Schneider, Brian Fitzpatrick, Darin LaHood, David Schweikert, Don Beyer, Gwen Moore, Jason Smith, Jimmy Panetta, John Barrasso, John Cornyn, John Larson, Kevin Hern, Linda Sanchez, Maggie Hassan, Marsha Blackburn, Max Miller, Mike Carey, Mike Kelly, Nicole Malliotakis, Randy Feenstra, Richard Neal, Ron Estes, Steven Horsford, Suzan DelBene, Terri Sewell",44500,32500,INTEL CORPORATION,Q,B
C00033969,NOVARTIS CORPORATION POLITICAL ACTION COMMITTEE,76500,26,"Adrian Smith, Bill Cassidy, Blake Moore, Brad Schneider, Brian Fitzpatrick, Darin LaHood, David Schweikert, Greg Murphy, James Lankford, Jason Smith, Jimmy Panetta, John Barrasso, Kevin Hern, Linda Sanchez, Lloyd Smucker, Marsha Blackburn, Mike Crapo, Mike Kelly, Nicole Malliotakis, Randy Feenstra, Richard Neal, Ron Wyden, Steven Horsford, Suzan DelBene, Terri Sewell, Vern Buchanan",61500,15000,NOVARTIS CORPORATION,Q,B
C00010470,UNION PACIFIC CORP. FUND FOR EFFECTIVE GOVERNMENT,132500,25,"Aaron Bean, Adrian Smith, Beth Van Duyne, Blake Moore, Brad Schneider, Danny Davis, Darin LaHood, David Schweikert, Gwen Moore, Jason Smith, Jimmy Panetta, Jodey Arrington, John Barrasso, Judy Chu, Kevin Hern, Marsha Blackburn, Michelle Fischbach, Mike Carey, Mike Thompson, Nathaniel Moran, Randy Feenstra, Ron Estes, Rudy Yakym, Steven Horsford, Suzan DelBene",104000,28500,UNION PACIFIC CORP.,Q,B
C00452052,"ENDO, INC. POLITICAL ACTION COMMITTEE (ENDO PAC)",90000,25,"Beth Van Duyne, Bill Cassidy, Blake Moore, Brendan Boyle, Carol Miller, Darin LaHood, David Kustoff, Dwight Evans, Greg Murphy, James Lankford, Jason Smith, Jodey Arrington, John Barrasso, John Cornyn, John Thune, Lloyd Smucker, Marsha Blackburn, Mike Crapo, Mike Kelly, Nicole Malliotakis, Randy Feenstra, Richard Neal, Steve Daines, Thom Tillis, Todd Young",65000,25000,"ENDO, INC.",Q,B
C00252338,AMERICAN CHEMISTRY COUNCIL PAC,74500,25,"Aaron Bean, Adrian Smith, Beth Van Duyne, Bill Cassidy, Blake Moore, Brad Schneider, Brian Fitzpatrick, Carol Miller, Catherine Cortez Masto, Darin LaHood, Jason Smith, Jimmy Panetta, John Barrasso, John Thune, Kevin Hern, Linda Sanchez, Marsha Blackburn, Michelle Fischbach, Mike Carey, Randy Feenstra, Sheldon Whitehouse, Steven Horsford, Suzan DelBene, Terri Sewell, Vern Buchanan",55000,19500,AMERICAN CHEMISTRY COUNCIL,Q,B
C00148031,CATERPILLAR INC. POLITICAL ACTION COMMITTEE (CATPAC),192000,25,"Adrian Smith, Beth Van Duyne, Blake Moore, Brad Schneider, Brendan Boyle, Brian Fitzpatrick, Carol Miller, Claudia Tenney, Darin LaHood, David Kustoff, Don Beyer, Jason Smith, Jimmy Panetta, John Barrasso, Kevin Hern, Lloyd Smucker, Michelle Fischbach, Mike Carey, Nicole Malliotakis, Randy Feenstra, Richard Neal, Ron Estes, Rudy Yakym, Suzan DelBene, Terri Sewell",137000,55000,CATERPILLAR INC.,Q,B
C00336743,ASIAN AMERICAN HOTEL OWNERS ASSOCIATION PAC (AAHOA PAC),142500,25,"Aaron Bean, Beth Van Duyne, Bill Cassidy, Catherine Cortez Masto, Darin LaHood, Greg Murphy, Greg Steube, James Lankford, Jason Smith, Jimmy Gomez, Jimmy Panetta, John Barrasso, John Thune, Judy Chu, Kevin Hern, Lloyd Smucker, Maggie Hassan, Max Miller, Nathaniel Moran, Rudy Yakym, Stacey Plaskett, Suzan DelBene, Terri Sewell, Thom Tillis, Tim Scott",100000,42500,ASIAN AMERICAN HOTEL OWNERS ASSOCIATION,Q,B
C00012328,FLORIDA SUGAR CANE LEAGUE PAC,28000,25,"Aaron Bean, Adrian Smith, Bill Cassidy, Blake Moore, Brendan Boyle, Carol Miller, Claudia Tenney, Darin LaHood, Don Beyer, Greg Steube, Jason Smith, Jimmy Gomez, John Barrasso, John Larson, Kevin Hern, Max Miller, Michelle Fischbach, Mike Carey, Nicole Malliotakis, Randy Feenstra, Richard Neal, Ron Estes, Suzan DelBene, Terri Sewell, Thomas Suozzi",20000,8000,FLORIDA SUGAR CANE LEAGUE,Q,B
C00592089,ELECTING MAJORITY MAKING EFFECTIVE REPUBLICANS PAC,137500,25,"Aaron Bean, Adrian Smith, Beth Van Duyne, Blake Moore, Brian Fitzpatrick, Carol Miller, Claudia Tenney, Darin LaHood, David Kustoff, David Schweikert, Greg Steube, Jason Smith, Jodey Arrington, Kevin Hern, Lloyd Smucker, Max Miller, Michelle Fischbach, Mike Carey, Mike Kelly, Nathaniel Moran, Nicole Malliotakis, Randy Feenstra, Ron Estes, Rudy Yakym, Vern Buchanan",137500,0,EMMER VICTORY COMMITTEE,Q,D
